"SCAC","Trailer ID","Last Location","Last Position Time","Last Event","Last Event Time","Dormant State","Days Dormant","Ext Power","Latitude","Longitude","MSN","Sched Status Report Time","Status Report Interval","Queued Status Report Interval","Emergency Tracking","Reporting Interval","Temp Notification","Low Battery","Depleted Battery","GPS Antenna","Overdue Status","Stale Position","Loaded/Empty","Loaded Time","Cargo Status","Door Status","Aux Status","Trip Status","Monitoring Plan ID","Description","Overrides","Trailer Type","Manufacturer","Model Year","Length","Door Type","Suspension Type","Roof Type","Lift Gate Equipped","Mobile Unit Type","Tractor ID","Tractor SCAC","Connected/Disconnected","Connect Time","Active Geofence","Group Membership","Firmware","Reefer Last Communication Time","Reefer Type","Reefer Model","Enabled for Monitoring","Reefer Mode","Reefer Engine Mode","Reefer Engine State","Reefer Engine Speed","Reefer Operating Status","Reefer Set Point","Reefer Return Temp","Reefer Supply Temp","Reefer Engine Hours","Reefer Battery Voltage","Highest OEM Alarm State","Temp Out-of-Range Alarm","Low Fuel Alarm","Incorrect Set Point Alarm","Reefer OEM Alarm Severity Level","Reefer OEM Alarm Codes"
"BGME","LB48157","At RRT in New Boston, TX","12/11/08 09:08:10  EST","UTT Status Report","12/11/08 09:07:18  EST","high","77","yes","33.45555","-94.41027","0120131643","05 am","","never","off","","no","","","","","","unknown","","not installed","not installed","not installed","unknown","FRT","Freight","yes","DA","","","","unknown","unknown","unknown","unknown","untethered","","","connected","","no","ungrouped","","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a"
"BGME","LB48158","(unknown)","01/04/08 12:51:16  EST","Chg Trlr Monitoring","09/11/08 16:54:51  EDT","high","118","no","32.34694","-90.24055","0120172594","06 am","","01 00:00:00","off","","no","","","","medium","","unknown","","unknown","unknown","unknown","unknown","FRT","Freight","no","DA","","","","unknown","unknown","unknown","unknown","untethered","","","disconnected","","no","ungrouped","","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a"
"BGME","LB48159","At UTX in Laredo, TX","01/08/09 06:56:42  EST","Battery Needs Charge","01/08/09 06:56:19  EST","high","51","no","27.65972","-99.58472","0120157883","06 am","","never","off","","no","medium","medium","","","","unknown","","not installed","not installed","not installed","disabled","FRT","Freight","yes","DA","TRM","1997","48 ft","unknown","unknown","unknown","unknown","untethered","","","disconnected","","no","ungrouped","TE.03.28.00000","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a"
"BGME","LB48160","(unknown)","09/25/07 21:26:31  EDT","Chg Trlr Monitoring","09/11/08 16:54:52  EDT","high","470","no","36.76138","-89.54194","0120156776","06 am","","01 00:00:00","off","","no","","","","medium","","unknown","","unknown","unknown","unknown","unknown","FRT","Freight","no","DA","","","","unknown","unknown","unknown","unknown","untethered","","","disconnected","","no","ungrouped","","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a"
"BGME","LB48161","12.13 miles N of Armstrong, TX","01/08/09 08:14:52  EST","UTT Status Report","01/08/09 08:14:14  EST","low","0","no","26.99055","-97.76861","0120133562","05 am","","never","off","","no","","","","","","unknown","","not installed","not installed","not installed","unknown","FRT","Freight","yes","DA","","","","unknown","unknown","unknown","unknown","untethered","","","disconnected","","no","ungrouped","","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a"
"BGME","LB48162","At RRT in New Boston, TX","08/27/08 15:48:36  EDT","Chg Trlr Monitoring","09/11/08 16:54:53  EDT","high","118","no","33.45555","-94.40944","0120131671","06 am","","01 00:00:00","off","","no","","","","medium","","unknown","","unknown","unknown","unknown","unknown","FRT","Freight","no","DA","","","","unknown","unknown","unknown","unknown","untethered","","","disconnected","","no","ungrouped","","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a"
"BGME","LB48163","7.63 miles N of MIL in ROCK ISLAND, IL","01/07/09 13:52:07  EST","UTT Status Report","01/07/09 13:51:27  EST","high","13","no","41.60611","-90.60805","0120133247","05 am","","never","off","","no","","","","","","unknown","","not installed","not installed","not installed","unknown","FRT","Freight","yes","DA","","","","unknown","unknown","unknown","unknown","untethered","","","disconnected","","no","ungrouped","","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a"
"BGME","LB48165","1.13 miles WNW of Hudson, TX","01/08/09 12:44:34  EST","UTT Status Report","01/08/09 12:43:55  EST","high","9","no","29.90916","-95.51944","0120133474","05 am","","never","off","","no","","","","","","unknown","","not installed","not installed","not installed","unknown","FRT","Freight","yes","DA","","","","unknown","unknown","unknown","unknown","untethered","","","disconnected","12/30/08 09:12:31  EST","no","ungrouped","","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a"
"BGME","LB48166","At UTX in Laredo, TX","01/07/09 22:34:59  EST","UTT Status Report","01/07/09 22:34:18  EST","high","20","no","27.65972","-99.58472","0120094338","06 am","","01 00:00:00","off","","no","","","","","","unknown","","not installed","not installed","not installed","unknown","FRT","Freight","yes","DA","FON","1997","48 ft","unknown","unknown","unknown","unknown","untethered","","","disconnected","12/17/08 16:32:42  EST","no","ungrouped","","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a"
"BGME","LB48168","At UTX in Laredo, TX","01/07/09 14:08:32  EST","UTT Status Report","01/07/09 14:07:59  EST","high","30","no","27.65944","-99.58472","0120121414","06 am","","01 00:00:00","off","","no","","","","","","unknown","","not installed","not installed","not installed","unknown","FRT","Freight","yes","DA","FON","1998","48 ft","unknown","unknown","unknown","unknown","untethered","","","disconnected","11/30/08 18:08:38  EST","no","ungrouped","","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a"
"BGME","LB48169","At MIL in ROCK ISLAND, IL","01/08/09 06:38:22  EST","UTT Status Report","01/08/09 06:37:57  EST","high","14","no","41.49722","-90.59972","0120199105","05 am","","never","off","","no","","","","","","unknown","","not installed","not installed","not installed","unknown","FRT","Freight","yes","DA","","","","unknown","unknown","unknown","unknown","untethered","","","disconnected","","no","ungrouped","","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a"
"BGME","LB48175","At HCS Yard in Humble, TX","01/07/09 14:24:13  EST","UTT Status Report","01/07/09 14:23:29  EST","high","50","no","29.93944","-95.26000","0120133750","05 am","","never","off","","no","","","","","","unknown","","not installed","not installed","not installed","unknown","FRT","Freight","yes","DA","","","","unknown","unknown","unknown","unknown","untethered","","","disconnected","","no","ungrouped","","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a"
"BGME","LB48176","1.85 miles SSE of Hammond, LA","01/08/09 09:12:10  EST","UTT Status Report","01/08/09 09:11:38  EST","low","0","no","30.47777","-90.46055","0120144509","05 am","","never","off","","no","","","","","","unknown","","not installed","not installed","not installed","unknown","FRT","Freight","yes","DA","","","","unknown","unknown","unknown","unknown","untethered","","","disconnected","01/08/09 08:13:27  EST","no","ungrouped","","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a"
"BGME","LB48177","1.67 miles WSW of North Long Beach, CA","12/18/08 13:46:15  EST","Battery Needs Charge","01/01/09 13:46:10  EST","high","88","no","33.85694","-118.20916","0120131666","05 am","","never","off","","no","medium","medium","","","high","unknown","","not installed","not installed","not installed","unknown","FRT","Freight","yes","DA","","","","unknown","unknown","unknown","unknown","untethered","","","disconnected","","no","ungrouped","","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a"
"BGME","LB48178","(unknown)","11/14/07 04:09:58  EST","Chg Trlr Monitoring","09/11/08 16:54:58  EDT","high","118","no","32.34694","-90.24111","0120152213","06 am","","01 00:00:00","off","","no","","","","medium","","unknown","","unknown","unknown","unknown","unknown","FRT","Freight","no","DA","","","","unknown","unknown","unknown","unknown","untethered","","","disconnected","","no","ungrouped","","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a"
"BGME","LB48179","(unknown)","","Chg Trlr Monitoring","10/10/08 09:47:13  EDT","high","113","no",".00000",".00000","0120133746","05 am","","never","off","","no","","","","","","unknown","","unknown","unknown","unknown","unknown","FRT","Freight","yes","DA","TLM","1999","48 ft","unknown","unknown","unknown","unknown","untethered","","","disconnected","","no","ungrouped","","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a"
"BGME","LB48180","At MIL in ROCK ISLAND, IL","01/08/09 10:53:02  EST","UTT Status Report","01/08/09 10:52:27  EST","high","14","no","41.49694","-90.60027","0120131002","05 am","","never","off","","no","","","","","","unknown","","not installed","not installed","not installed","unknown","FRT","Freight","yes","DA","","","","unknown","unknown","unknown","unknown","untethered","","","disconnected","","no","ungrouped","","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a"
"BGME","LB48181","At HCS Yard in Humble, TX","01/07/09 15:41:31  EST","UTT Status Report","01/07/09 15:40:59  EST","high","43","no","29.94000","-95.26083","0120119952","05 am","","never","off","","no","","","","","","unknown","","not installed","not installed","not installed","unknown","FRT","Freight","yes","DA","","","","unknown","unknown","unknown","unknown","untethered","","","disconnected","","no","ungrouped","","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a"
"BGME","LB48182","At HCS Yard in Humble, TX","01/08/09 08:20:42  EST","UTT Status Report","01/08/09 08:20:13  EST","high","14","no","29.94027","-95.26083","0120122080","05 am","","never","off","","no","","","","","","unknown","","not installed","not installed","not installed","unknown","FRT","Freight","yes","DA","","","","unknown","unknown","unknown","unknown","untethered","","","disconnected","","no","ungrouped","","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a"
"BGME","LB48183","7.60 miles N of MIL in ROCK ISLAND, IL","01/07/09 14:04:54  EST","UTT Status Report","01/07/09 14:04:16  EST","low","1","no","41.60555","-90.61055","0120133276","05 am","","never","off","","no","","","","","","unknown","","not installed","not installed","not installed","unknown","FRT","Freight","yes","DA","","","","unknown","unknown","unknown","unknown","untethered","","","disconnected","","no","ungrouped","","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a"
"BGME","LB48184","At ATN in CHATTANOOGA, TN","01/02/09 10:17:24  EST","UTT Status Report","01/02/09 10:16:09  EST","high","20","yes","35.02888","-85.29555","0120152292","05 am","","never","off","","no","","","","","","unknown","","not installed","not installed","not installed","unknown","FRT","Freight","yes","DA","","","","unknown","unknown","unknown","unknown","untethered","","","connected","","no","ungrouped","","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a"
"BGME","LB48185","At ATN in CHATTANOOGA, TN","01/08/09 05:33:34  EST","UTT Status Report","01/08/09 05:33:01  EST","low","2","no","35.02888","-85.29555","0120157626","05 am","","never","off","","no","","","","","","unknown","","not installed","not installed","not installed","unknown","FRT","Freight","yes","DA","","","","unknown","unknown","unknown","unknown","untethered","","","disconnected","10/16/08 10:03:38  EDT","no","ungrouped","","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a"
"BGME","LB48188","At Bennett Yard in MCDONOUGH, GA","01/08/09 08:37:53  EST","UTT Status Report","01/08/09 08:37:15  EST","high","32","no","33.41944","-84.18500","0120133771","05 am","","never","off","","no","","","","","","unknown","","not installed","not installed","not installed","unknown","FRT","Freight","yes","DA","","","","unknown","unknown","unknown","unknown","untethered","","","disconnected","12/06/08 14:49:38  EST","no","ungrouped","","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a"
"BGME","LB48189","At Bennett Yard in MCDONOUGH, GA","01/08/09 11:05:03  EST","UTT Status Report","01/08/09 11:04:21  EST","high","17","no","33.41916","-84.18361","0120119959","05 am","","never","off","","no","","","","","","unknown","","not installed","not installed","not installed","unknown","FRT","Freight","yes","DA","","","","unknown","unknown","unknown","unknown","untethered","","","disconnected","","no","ungrouped","","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a"
"BGME","LB48190","At Lexington, KY","01/08/09 06:17:07  EST","UTT Status Report","01/08/09 06:16:29  EST","low","2","no","38.07666","-84.51444","0120156769","05 am","","never","off","","no","","","","","","unknown","","not installed","not installed","not installed","unknown","FRT","Freight","yes","DA","","","","unknown","unknown","unknown","unknown","untethered","","","disconnected","","no","ungrouped","","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a"
"BGME","LB48191","At Bennett Yard in MCDONOUGH, GA","01/08/09 06:56:59  EST","UTT Status Report","01/08/09 06:55:59  EST","high","18","no","33.41916","-84.18361","0120172595","06 am","","never","off","","no","","","","","","unknown","","not installed","not installed","not installed","disabled","FRT","Freight","yes","DA","TLM","1999","48 ft","unknown","unknown","unknown","unknown","untethered","","","disconnected","","no","ungrouped","TE.03.28.00000","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a"
"BGME","LB48192","At HCS Yard in Humble, TX","01/08/09 11:14:25  EST","UTT Status Report","01/08/09 11:13:37  EST","medium","5","no","29.93972","-95.26000","0120131636","05 am","","never","off","","no","","","","","","unknown","","not installed","not installed","not installed","unknown","FRT","Freight","yes","DA","","","","unknown","unknown","unknown","unknown","untethered","","","disconnected","","no","ungrouped","","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a"
"BGME","LB48194","4.65 miles ESE of El Jaral, NL","01/07/09 14:47:46  EST","UTT Status Report","01/07/09 14:47:20  EST","low","0","no","25.88833","-100.26722","0120133190","05 am","","never","off","","no","","","","","","unknown","","not installed","not installed","not installed","unknown","FRT","Freight","yes","DA","","","","unknown","unknown","unknown","unknown","untethered","","","disconnected","","no","ungrouped","","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a"
"BGME","LB48195","2.17 miles SSW of South Boston, VA","01/08/09 12:39:01  EST","UTT Status Report","01/08/09 12:38:15  EST","high","34","no","36.67194","-78.92277","0120131726","05 am","","never","off","","no","","","","","","unknown","","not installed","not installed","not installed","unknown","FRT","Freight","yes","DA","","","","unknown","unknown","unknown","unknown","untethered","","","disconnected","","no","ungrouped","","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a"
"BGME","LB48197","6.93 miles E of Brownsville, TX","12/30/08 18:58:20  EST","UTT Status Report","01/07/09 14:13:19  EST","high","8","no","25.91527","-97.38083","0120152813","05 am","","never","off","","no","","","","","medium","unknown","","not installed","not installed","not installed","unknown","FRT","Freight","yes","DA","","","","unknown","unknown","unknown","unknown","untethered","","","disconnected","","no","ungrouped","","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a"
"BGME","LB48198",".65 miles NNW of Glencoe, AL","01/07/09 15:40:03  EST","UTT Status Report","01/07/09 15:39:27  EST","high","45","no","33.96722","-85.94194","0120131659","05 am","","never","off","","no","","","","","","unknown","","not installed","not installed","not installed","unknown","FRT","Freight","yes","DA","","","","unknown","unknown","unknown","unknown","untethered","","","disconnected","","no","ungrouped","","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a"
"BGME","LB48199","At UTX in Laredo, TX","01/07/09 17:13:56  EST","UTT Status Report","01/07/09 17:13:21  EST","high","18","no","27.66000","-99.58444","0120133207","05 am","","never","off","","no","","","","","","unknown","","not installed","not installed","not installed","unknown","FRT","Freight","yes","DA","","","","unknown","unknown","unknown","unknown","untethered","","","disconnected","11/14/08 09:17:34  EST","no","ungrouped","","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a"
"BGME","LB48202","At HCS Yard in Humble, TX","01/08/09 07:35:49  EST","UTT Status Report","01/08/09 07:34:33  EST","medium","5","no","29.93944","-95.26027","0120085878","05 am","","never","off","","no","","","","","","unknown","","not installed","not installed","not installed","unknown","FRT","Freight","yes","DA","","","","unknown","unknown","unknown","unknown","untethered","","","disconnected","","no","ungrouped","","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a"
"BGME","LB48203","6.03 miles E of AEX in SAN ANTONIO, TX","01/08/09 06:51:29  EST","UTT Status Report","01/08/09 06:50:50  EST","low","0","no","29.51777","-98.55722","0120157024","05 am","","never","off","","no","","","","","","unknown","","not installed","not installed","not installed","unknown","FRT","Freight","yes","DA","","","","unknown","unknown","unknown","unknown","untethered","","","disconnected","","no","ungrouped","","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a"
"BGME","LB48204","2.70 miles WSW of Abingdon, VA","07/31/08 06:05:58  EDT","UTT Status Report","01/07/09 13:50:00  EST","high","161","no","36.69000","-82.02000","0120144899","05 am","","never","off","","no","","","high","","high","unknown","","not installed","not installed","not installed","unknown","FRT","Freight","yes","DA","","","","unknown","unknown","unknown","unknown","untethered","","","disconnected","","no","ungrouped","","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a"
"BGME","LB48207",".78 miles NNW of Edgemont, IL","01/08/09 11:07:14  EST","UTT Status Report","01/08/09 11:07:21  EST","low","0","yes","38.61055","-90.07888","0120133632","05 am","","never","off","","no","","","","","","unknown","","not installed","not installed","not installed","unknown","FRT","Freight","yes","DA","","","","unknown","unknown","unknown","unknown","untethered","","","connected","","no","ungrouped","","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a"
"BGME","LB48211","At HCS Yard in Humble, TX","01/08/09 11:02:04  EST","UTT Status Report","01/08/09 11:01:20  EST","high","104","no","29.93916","-95.26000","0120133478","05 am","","never","off","","no","","","","","","unknown","","not installed","not installed","not installed","unknown","FRT","Freight","yes","GN","TRC","1987","48 ft","unknown","unknown","unknown","unknown","untethered","","","disconnected","","no","ungrouped","","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a"
"BGME","LB48215","5.26 miles WSW of Blanchard, LA","01/07/09 06:55:59  EST","Battery Needs Charge","01/07/09 06:55:41  EST","high","42","no","32.55944","-93.97972","0120197433","05 am","","never","off","","no","medium","medium","","","","unknown","","not installed","not installed","not installed","unknown","FRT","Freight","yes","DA","FNT","1989","48 ft","unknown","unknown","unknown","unknown","untethered","","","disconnected","","no","ungrouped","","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a"
"BGME","LB48216","(unknown)","11/27/07 07:31:55  EST","Chg Trlr Monitoring","09/11/08 16:55:13  EDT","high","118","no","32.34666","-90.24111","0120152370","06 am","","01 00:00:00","off","","no","","","","medium","","unknown","","unknown","unknown","unknown","unknown","FRT","Freight","no","DA","","","","unknown","unknown","unknown","unknown","untethered","","","disconnected","","no","ungrouped","","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a"
"BGME","LB48217","At STI in CLARKSVILLE, TN","11/22/08 09:04:19  EST","Battery Needs Charge","11/22/08 09:03:19  EST","high","93","no","36.58777","-87.30055","0120133228","05 am","","never","off","","no","medium","medium","","medium","","unknown","","not installed","not installed","not installed","unknown","FRT","Freight","yes","DA","FON","1998","48 ft","unknown","unknown","unknown","unknown","untethered","","","disconnected","","no","ungrouped","","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a"
"BGME","LB48218","At Bennett Yard in MCDONOUGH, GA","01/07/09 20:32:48  EST","UTT Status Report","01/07/09 20:32:09  EST","low","0","no","33.41916","-84.18444","0120133263","05 am","","never","off","","no","","","","","","unknown","","not installed","not installed","not installed","unknown","FRT","Freight","yes","DA","FON","1998","48 ft","unknown","unknown","unknown","unknown","untethered","","","disconnected","","no","ungrouped","","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a"
"BGME","LB48219","At MIL in ROCK ISLAND, IL","01/08/09 06:08:34  EST","UTT Status Report","01/08/09 06:08:03  EST","high","35","no","41.49611","-90.60000","0120158106","05 am","","never","off","","no","","","","","","unknown","","not installed","not installed","not installed","unknown","FRT","Freight","yes","DA","FON","1998","48 ft","unknown","unknown","unknown","unknown","untethered","","","disconnected","","no","ungrouped","","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a"
"BGME","LB48221","1.91 miles WNW of ATN in CHATTANOOGA, TN","01/07/09 16:45:51  EST","UTT Status Report","01/07/09 16:45:17  EST","high","15","no","35.04416","-85.32333","0120131512","05 am","","never","off","","no","","","","","","unknown","","not installed","not installed","not installed","unknown","FRT","Freight","yes","DA","FON","1998","48 ft","unknown","unknown","unknown","unknown","untethered","","","disconnected","","no","ungrouped","","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a"
"BGME","LB48223","1.83 miles ENE of Bells, TN","01/08/09 05:14:36  EST","UTT Status Report","01/08/09 05:13:57  EST","low","0","no","35.71750","-89.05555","0120172049","05 am","","never","off","","no","","","","","","unknown","","not installed","not installed","not installed","unknown","FRT","Freight","yes","DA","","","","unknown","unknown","unknown","unknown","untethered","","","disconnected","12/22/08 12:44:09  EST","no","ungrouped","","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a"
"BGME","LB48225",".58 miles NNE of Deming, NM","01/07/09 17:16:33  EST","UTT Status Report","01/07/09 17:16:35  EST","low","0","yes","32.27111","-107.75166","0120131505","05 am","","never","off","","no","","","","","","unknown","","not installed","not installed","not installed","unknown","FRT","Freight","yes","DA","","","","unknown","unknown","unknown","unknown","untethered","","","connected","10/31/08 11:43:51  EDT","no","ungrouped","","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a"
"BGME","LB48226","3.22 miles E of Hammond, LA","01/08/09 07:35:25  EST","UTT Status Report","01/08/09 07:34:51  EST","high","14","no","30.49861","-90.41638","0120133494","05 am","","never","off","","no","","","","","","unknown","","not installed","not installed","not installed","unknown","FRT","Freight","yes","DA","","","","unknown","unknown","unknown","unknown","untethered","","","disconnected","11/04/08 10:11:16  EST","no","ungrouped","","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a"
"BGME","LB48227","2.61 miles WSW of Frametown, WV","01/08/09 12:11:52  EST","Omni Position","01/08/09 12:11:52  EST","low","0","yes","38.62277","-80.92527","0120171851","05 am","","never","off","","no","","","","","","unknown","","not installed","not installed","not installed","unknown","FRT","Freight","yes","DA","","","","unknown","unknown","unknown","unknown","untethered","207680","BGME","connected","01/07/09 19:57:50  EST","no","ungrouped","","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a"
"BGME","LB48228","1.04 miles WNW of Hudson, TX","01/08/09 11:53:28  EST","UTT Status Report","01/08/09 11:52:47  EST","high","34","no","29.90944","-95.51750","0120088669","05 am","","never","off","","no","","","","","","unknown","","not installed","not installed","not installed","unknown","FRT","Freight","yes","DA","","","","unknown","unknown","unknown","unknown","untethered","","","disconnected","","no","ungrouped","","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a"
"BGME","LB48229","4.74 miles E of Max Meadows, VA","01/07/09 18:20:19  EST","UTT Status Report","01/07/09 18:20:23  EST","low","0","yes","36.95694","-80.86000","0120133238","05 am","","never","off","","no","","","","","","unknown","","not installed","not installed","not installed","unknown","FRT","Freight","yes","DA","","","","unknown","unknown","unknown","unknown","untethered","","","connected","","no","ungrouped","","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a"
"BGME","LB48230","At HCS Yard in Humble, TX","01/07/09 07:39:36  EST","UTT Status Report","01/08/09 07:39:05  EST","low","2","no","29.93916","-95.26027","0120152705","05 am","","never","off","","no","","","","","medium","unknown","","not installed","not installed","not installed","unknown","FRT","Freight","yes","DA","","","","unknown","unknown","unknown","unknown","untethered","","","disconnected","","no","ungrouped","","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a"
