"SCAC","Trailer ID","Last Location","Last Position Time","Last Event","Last Event Time","Dormant State","Days Dormant","Ext Power","Latitude","Longitude","MSN","Sched Status Report Time","Status Report Interval","Queued Status Report Interval","Emergency Tracking","Reporting Interval","Temp Notification","Low Battery","Depleted Battery","GPS Antenna","Overdue Status","Stale Position","Loaded/Empty","Loaded Time","Cargo Status","Door Status","Aux Status","Trip Status","Monitoring Plan ID","Description","Overrides","Trailer Type","Manufacturer","Model Year","Length","Door Type","Suspension Type","Roof Type","Lift Gate Equipped","Mobile Unit Type","Tractor ID","Tractor SCAC","Connected/Disconnected","Connect Time","Active Geofence","Group Membership","Firmware","Reefer Last Communication Time","Reefer Type","Reefer Model","Enabled for Monitoring","Reefer Mode","Reefer Engine Mode","Reefer Engine State","Reefer Engine Speed","Reefer Operating Status","Reefer Set Point","Reefer Return Temp","Reefer Supply Temp","Reefer Engine Hours","Reefer Battery Voltage","Highest OEM Alarm State","Temp Out-of-Range Alarm","Low Fuel Alarm","Incorrect Set Point Alarm","Reefer OEM Alarm Severity Level","Reefer OEM Alarm Codes"
"BGME","F481044","1.66 miles WSW of North Long Beach, CA","12/17/08 17:01:47  EST","Battery Needs Charge","12/17/08 17:02:12  EST","high","70","no","33.85777","-118.20916","0120133241","05 am","","never","off","","no","medium","medium","","","","unknown","","not installed","not installed","not installed","unknown","FRT","Freight","yes","F","TSC","2002","48 ft","unknown","unknown","unknown","unknown","untethered","","","disconnected","10/28/08 20:21:32  EDT","no","ungrouped","","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a"
"BGME","F481045","At UTX in Laredo, TX","12/29/08 06:17:57  EST","Battery Needs Charge","12/29/08 06:18:19  EST","high","33","no","27.65972","-99.58500","0120184512","05 am","","never","off","","no","medium","medium","","","","unknown","","not installed","not installed","not installed","disabled","FRT","Freight","yes","F","TSC","2002","48 ft","unknown","unknown","unknown","unknown","untethered","","","disconnected","","no","ungrouped","TE.03.28.00000","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a"
"BGME","F481046","1.56 miles E of Conyers, GA","08/03/08 23:49:02  EDT","Chg Trlr Monitoring","09/11/08 16:53:48  EDT","high","157","no","33.66250","-83.97833","0120184596","05 am","","never","off","","no","","","","medium","","unknown","","unknown","unknown","unknown","unknown","FRT","Freight","yes","F","TSC","2002","48 ft","unknown","unknown","unknown","unknown","untethered","","","disconnected","","no","ungrouped","","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a"
"BGME","F481047","At UTX in Laredo, TX","01/07/09 19:29:25  EST","UTT Status Report","01/07/09 19:28:46  EST","high","34","no","27.66000","-99.58500","0120133545","05 am","","never","off","","no","","","","","","unknown","","not installed","not installed","not installed","unknown","FRT","Freight","yes","F","TSC","2002","48 ft","unknown","unknown","unknown","unknown","untethered","","","disconnected","","no","ungrouped","","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a"
"BGME","F53001","3.25 miles ESE of Astrodome, TX","01/08/09 05:40:42  EST","UTT Status Report","01/08/09 05:40:12  EST","low","0","no","29.66888","-95.38555","0120152710","05 am","","never","off","","no","","","","","","unknown","","not installed","not installed","not installed","unknown","FRT","Freight","yes","F","","","","unknown","unknown","unknown","unknown","untethered","","","disconnected","","no","ungrouped","","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a"
"BGME","F53002","2.42 miles S of ATN in CHATTANOOGA, TN","01/07/09 14:09:51  EST","UTT Status Report","01/07/09 14:08:10  EST","low","2","no","34.99472","-85.30055","0120092379","05 am","","never","off","","no","","","","","","unknown","","not installed","not installed","not installed","unknown","FRT","Freight","yes","F","","","","unknown","unknown","unknown","unknown","untethered","","","disconnected","12/11/08 08:49:13  EST","no","ungrouped","","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a"
"BGME","F53003","2.10 miles SSW of South Boston, VA","01/08/09 12:18:36  EST","UTT Status Report","01/08/09 12:17:44  EST","high","36","no","36.67222","-78.92083","0120133191","05 am","","never","off","","no","","","","","","unknown","","not installed","not installed","not installed","unknown","FRT","Freight","yes","F","","","","unknown","unknown","unknown","unknown","untethered","","","disconnected","","no","ungrouped","","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a"
"BGME","F53004","3.71 miles ENE of Victorville, CA","09/02/08 09:53:03  EDT","Chg Trlr Monitoring","09/11/08 16:53:51  EDT","high","118","no","34.55861","-117.19472","0120144922","06 am","","01 00:00:00","off","","no","","","","medium","","unknown","","unknown","unknown","unknown","unknown","FRT","Freight","no","F","","","","unknown","unknown","unknown","unknown","untethered","","","disconnected","","no","ungrouped","","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a"
"BGME","F53006",".96 miles SE of Sloatsburg, NY","01/07/09 13:03:33  EST","UTT Status Report","01/07/09 13:02:47  EST","high","19","no","41.14444","-74.18027","0120144516","05 am","","never","off","","no","","","","","","unknown","","not installed","not installed","not installed","unknown","FRT","Freight","yes","F","","","","unknown","unknown","unknown","unknown","untethered","","","disconnected","12/04/08 21:14:14  EST","no","ungrouped","","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a"
"BGME","F53007","At RRT in New Boston, TX","01/07/09 13:53:01  EST","UTT Status Report","01/07/09 13:52:15  EST","low","0","no","33.45555","-94.40944","0120137915","05 am","","never","off","","no","","","","","","unknown","","not installed","not installed","not installed","unknown","FRT","Freight","yes","F","","","","unknown","unknown","unknown","unknown","untethered","","","disconnected","","no","ungrouped","","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a"
"BGME","F53008","At HCS Yard in Humble, TX","01/08/09 12:33:59  EST","UTT Status Report","01/08/09 12:33:20  EST","high","36","no","29.94027","-95.26111","0120131350","05 am","","never","off","","no","","","","","","unknown","","not installed","not installed","not installed","unknown","FRT","Freight","yes","F","TSC","2006","53 ft","unknown","unknown","unknown","unknown","untethered","","","disconnected","","no","ungrouped","","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a"
"BGME","F53009","2.49 miles NNW of Kilometro 13, TM","01/08/09 11:09:23  EST","UTT Status Report","01/08/09 11:08:39  EST","low","0","no","27.43083","-99.55722","0120131496","06 am","","01 00:00:00","off","","no","","","","","","unknown","","not installed","not installed","not installed","unknown","FRT","Freight","yes","F","TSC","2006","53 ft","unknown","unknown","unknown","unknown","untethered","","","disconnected","11/07/08 17:26:16  EST","no","ungrouped","","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a"
"BGME","F53010","At UTX in Laredo, TX","01/08/09 06:31:57  EST","UTT Status Report","01/08/09 06:31:17  EST","high","33","no","27.65972","-99.58500","0120172183","05 am","","never","off","","no","","","","","","unknown","","not installed","not installed","not installed","unknown","FRT","Freight","yes","F","","","","unknown","unknown","unknown","unknown","untethered","","","disconnected","","no","ungrouped","","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a"
"BGME","F53011","2.17 miles S of ATN in CHATTANOOGA, TN","01/08/09 07:06:16  EST","UTT Status Report","01/08/09 07:05:37  EST","low","1","no","34.99833","-85.30083","0120131503","05 am","","never","off","","no","","","","","","unknown","","not installed","not installed","not installed","unknown","FRT","Freight","yes","F","","","","unknown","unknown","unknown","unknown","untethered","","","disconnected","11/04/08 16:47:56  EST","no","ungrouped","","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a"
"BGME","F53013","3.21 miles ESE of Astrodome, TX","01/08/09 09:49:16  EST","UTT Status Report","01/08/09 09:48:45  EST","low","0","no","29.66944","-95.38611","0120133762","05 am","","never","off","","no","","","","","","unknown","","not installed","not installed","not installed","unknown","FRT","Freight","yes","F","","","","unknown","unknown","unknown","unknown","untethered","","","disconnected","","no","ungrouped","","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a"
"BGME","F53014","At RRT in New Boston, TX","01/07/09 11:36:05  EST","UTT Status Report","01/08/09 11:34:51  EST","low","1","no","33.45555","-94.40944","0120133252","05 am","","never","off","","no","","","","","medium","unknown","","not installed","not installed","not installed","unknown","FRT","Freight","yes","F","","","","unknown","unknown","unknown","unknown","untethered","","","disconnected","","no","ungrouped","","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a"
"BGME","F53015","2.94 miles NE of French Camp, CA","01/08/09 12:06:28  EST","Omni Position","01/08/09 12:06:28  EST","low","1","no","37.91027","-121.24944","0120133772","05 am","","never","off","","no","","","","","","unknown","","not installed","not installed","not installed","unknown","FRT","Freight","yes","F","TSC","2006","53 ft","unknown","unknown","unknown","unknown","untethered","207916","BGME","connected","01/07/09 18:29:40  EST","no","ungrouped","","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a"
"BGME","F53016","2.46 miles NNW of Kilometro 13, TM","01/08/09 06:33:17  EST","UTT Status Report","01/08/09 06:32:18  EST","low","1","no","27.43055","-99.55666","0120152243","05 am","","never","off","","no","","","","","","unknown","","not installed","not installed","not installed","unknown","FRT","Freight","yes","F","","","","unknown","unknown","unknown","unknown","untethered","","","disconnected","","no","ungrouped","","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a"
"BGME","F53017","At Bennett Yard in MCDONOUGH, GA","01/08/09 06:37:15  EST","UTT Status Report","01/08/09 06:36:29  EST","high","23","no","33.41944","-84.18444","0120152191","05 am","","never","off","","no","","","","","","unknown","","not installed","not installed","not installed","unknown","FRT","Freight","yes","F","","","","unknown","unknown","unknown","unknown","untethered","","","disconnected","09/17/08 08:18:00  EDT","no","ungrouped","","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a"
"BGME","F53018",".84 miles NW of Rising Fawn, GA","09/18/08 10:45:02  EDT","Battery Needs Charge","12/29/08 05:18:29  EST","high","112","no","34.76972","-85.54138","0120152229","05 am","","never","off","","no","medium","medium","","","high","unknown","","not installed","not installed","not installed","unknown","FRT","Freight","yes","F","","","","unknown","unknown","unknown","unknown","untethered","","","disconnected","09/18/08 10:34:52  EDT","no","ungrouped","","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a"
"BGME","F53019","At TOK in Tulsa, OK","12/01/08 16:50:03  EST","Battery Needs Charge","12/01/08 16:50:29  EST","high","62","no","36.17916","-95.78694","0120088314","05 am","","never","off","","no","medium","medium","","medium","","unknown","","not installed","not installed","not installed","unknown","FRT","Freight","yes","F","","","","unknown","unknown","unknown","unknown","untethered","","","disconnected","","no","ungrouped","","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a"
"BGME","F53020","4.70 miles N of FT GILLEM in FOREST P...","01/08/09 11:42:00  EST","UTT Status Report","01/08/09 11:41:14  EST","low","0","no","33.68861","-84.34166","0120133221","06 am","","01 00:00:00","off","","no","","","","","","unknown","","not installed","not installed","not installed","unknown","FRT","Freight","yes","F","TSC","2006","53 ft","unknown","unknown","unknown","unknown","untethered","","","disconnected","","no","ungrouped","","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a"
"BGME","F53022","At STI in CLARKSVILLE, TN","01/07/09 15:56:05  EST","UTT Status Report","01/07/09 15:55:22  EST","high","19","no","36.58750","-87.30055","0120131646","05 am","","never","off","","no","medium","","","","","unknown","","not installed","not installed","not installed","unknown","FRT","Freight","yes","F","","","","unknown","unknown","unknown","unknown","untethered","","","disconnected","","no","ungrouped","","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a"
"BGME","F53023","1.73 miles E of Conyers, GA","01/08/09 07:36:59  EST","UTT Status Report","01/08/09 07:35:40  EST","low","2","no","33.66388","-83.97500","0120119904","05 am","","never","off","","no","medium","","","","","unknown","","not installed","not installed","not installed","unknown","FRT","Freight","yes","F","","","","unknown","unknown","unknown","unknown","untethered","","","disconnected","","no","ungrouped","","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a"
"BGME","F53024","At UTX in Laredo, TX","01/07/09 20:20:37  EST","UTT Status Report","01/07/09 20:19:34  EST","high","27","no","27.66000","-99.58500","0120131702","06 am","","01 00:00:00","off","","no","","","","","","unknown","","not installed","not installed","not installed","unknown","FRT","Freight","yes","F","TSC","2006","53 ft","unknown","unknown","unknown","unknown","untethered","","","disconnected","11/18/08 17:46:57  EST","no","ungrouped","","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a"
"BGME","F53025","2.96 miles NE of French Camp, CA","01/07/09 16:17:31  EST","UTT Status Report","01/07/09 16:17:04  EST","low","1","no","37.91055","-121.24944","0120130965","","01 00:00:00","never","off","","no","","","","","","unknown","","not installed","not installed","not installed","unknown","HH","Heavy Haul","yes","F","FRU","2002","53 ft","unknown","unknown","unknown","unknown","untethered","","","disconnected","01/05/09 18:30:29  EST","no","ungrouped","","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a"
"BGME","F53026",".84 miles NW of Tracy, CA","01/07/09 14:29:04  EST","UTT Status Report","01/07/09 14:28:25  EST","low","0","no","37.71361","-121.39166","0120133774","05 am","","never","off","","no","","","","","","unknown","","not installed","not installed","not installed","unknown","FRT","Freight","yes","F","","","","unknown","unknown","unknown","unknown","untethered","","","disconnected","01/06/09 15:40:46  EST","no","ungrouped","","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a"
"BGME","F53027","5.21 miles E of RRT in New Boston, TX","01/07/09 14:41:14  EST","UTT Status Report","01/07/09 14:40:44  EST","low","0","no","33.45527","-94.31833","0120138079","05 am","","never","off","","no","","","","","","unknown","","not installed","not installed","not installed","unknown","FRT","Freight","yes","F","","","","unknown","unknown","unknown","unknown","untethered","","","disconnected","","no","ungrouped","","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a"
"BGME","F53028","1.49 miles NW of Whiteside, TN","01/08/09 08:13:31  EST","Omni Disconnect","01/08/09 10:19:24  EST","low","0","yes","35.00527","-85.51444","0120131588","05 am","","never","off","","no","","","","","","unknown","","not installed","not installed","not installed","unknown","FRT","Freight","yes","F","","","","unknown","unknown","unknown","unknown","untethered","","","connected","01/08/09 10:19:24  EST","no","ungrouped","","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a"
"BGME","F53029","6.46 miles SW of Conroe, TX","01/07/09 15:39:31  EST","UTT Status Report","01/07/09 15:39:08  EST","medium","7","no","30.22666","-95.53666","0120138485","05 am","","never","off","","no","","","","","","unknown","","not installed","not installed","not installed","unknown","FRT","Freight","yes","F","","","","unknown","unknown","unknown","unknown","untethered","","","disconnected","","no","ungrouped","","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a"
"BGME","F53030","At Bennett Yard in MCDONOUGH, GA","01/07/09 12:52:34  EST","UTT Status Report","01/07/09 12:52:00  EST","medium","6","no","33.41944","-84.18444","0120133503","05 am","","never","off","","no","","","","","","unknown","","not installed","not installed","not installed","unknown","FRT","Freight","yes","F","","","","unknown","unknown","unknown","unknown","untethered","","","disconnected","01/02/09 09:30:17  EST","no","ungrouped","","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a"
"BGME","F53031","1.90 miles WNW of ATN in CHATTANOOGA, TN","01/08/09 10:21:28  EST","Omni Disconnect","01/08/09 11:05:39  EST","medium","6","no","35.04388","-85.32333","0120133526","05 am","","never","off","","no","","","","","","unknown","","not installed","not installed","not installed","unknown","FRT","Freight","yes","F","","","","unknown","unknown","unknown","unknown","untethered","","","disconnected","01/08/09 11:05:39  EST","no","ungrouped","","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a"
"BGME","F53032","2.29 miles SE of Conyers, GA","01/08/09 07:20:37  EST","UTT Status Report","01/08/09 07:19:59  EST","high","61","no","33.64277","-83.97694","0120131335","05 am","","never","off","","no","medium","","","","","unknown","","not installed","not installed","not installed","unknown","FRT","Freight","yes","F","","","","unknown","unknown","unknown","unknown","untethered","","","disconnected","","no","ungrouped","","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a"
